,t2xco2_index,t2xco2_dist,fdamage,tfp_gr,sigma_gr,pop_gr,fosslim,cback,Atmospheric Temperature 2050,Damages 2050,Utility 2050,Total Output 2050,Atmospheric Temperature 2100,Damages 2100,Utility 2100,Total Output 2100,Atmospheric Temperature 2150,Damages 2150,Utility 2150,Total Output 2150,Atmospheric Temperature 2200,Damages 2200,Utility 2200,Total Output 2200,Atmospheric Temperature 2300,Damages 2300,Utility 2300,Total Output 2300
266,927,2,1,0.08360523621768065,-0.011222156881788447,0.10383869525439858,4081.4248839467646,161,2.860212045958706,6.2928392803258575,-1924.5270160654431,188.43403325022547,5.964474776764998,86.972849786788,35.10859414266315,393.9888526583226,8.209731376899269,295.6297217131643,1174.515698696414,538.3413774426263,8.718718401775433,499.1136328905005,1766.8184490417816,758.8882855801116,7.488105354549083,706.7536702216723,2226.088361941962,1702.8961647732115
267,927,2,2,0.08404591302712078,-0.008772764707372626,0.10004825267439245,7937.052122893058,289,2.883914087911431,1.257490989300271,-1915.26392622816,193.3709198886068,6.14862277714862,228.38075969183828,-49.96168491205708,208.34233542669196,8.53933975162983,389.61369647589447,267.5629205582554,33.23724034552485,9.401448971664882,410.021947584015,-147.07143658811856,18.249242257833238,9.606804304843743,684.0106064398763,-473.36118352393987,29.48281316960572
268,309,2,2,0.08176160031525097,-0.008057208784543253,0.11026170703934918,7069.929002357825,121,2.7185649106412577,0.8595857757196995,-1894.2933150209321,197.04678062304228,5.566853881661168,167.94177715100187,74.21937408524718,303.2572541534272,7.363163716428563,457.019197043965,876.197444324067,121.7228531314845,7.373349410049728,614.2562738999098,1163.4974821713522,164.25936036577272,4.993125460817421,490.0650961274254,1527.6371274566518,1852.466394861969
269,309,2,2,0.08396839527414132,-0.008230189614439153,0.10899239907647318,5125.004727464091,442,2.7160952191790937,0.8524291108714102,-1897.7602838707867,196.18804291219288,5.549223621230672,165.00195531786014,63.01300637015038,299.95613416485554,7.331209047752752,447.54931381769603,848.8449484339708,113.19482409266071,7.363876686830965,601.4065673024977,1116.8901012893111,155.0286409964888,5.161258853687997,568.2103623780296,1473.9381470850512,1710.4913318715417
270,309,2,2,0.08009793075162411,-0.00800459570569344,0.10672843767171927,6157.959269784493,171,2.7172691175438617,0.8523862260866814,-1901.2845639414259,195.95925343431333,5.561783057433819,166.57098073169954,57.24096097861457,301.923196539243,7.356927438121745,454.62226693184164,854.897174440157,120.19261642235253,7.363824115261991,611.5840660462903,1139.560648280084,163.76980186678907,4.938888696223692,465.0461305372502,1504.487203268167,1891.3007542172322
271,309,2,2,0.08514883828715725,-0.008037158042453179,0.10699845650330908,5405.847173036705,103,2.7170831963007656,0.8524120695847053,-1900.5400430510056,196.14537479806006,5.560242874344044,166.5768806046801,60.14037759228495,303.4740650036304,7.354057605145056,456.9502560941619,864.4249664324707,123.30972153110784,7.358738290315478,615.2290695394274,1155.8142949305393,167.19245220463262,4.937651502201412,465.0090249058374,1522.3994418683978,1895.9628620719448
272,927,2,2,0.08595701790388383,-0.008202961877025555,0.10000503336712754,7894.022953462641,261,2.8898075582431697,1.2747603461742723,-1915.2933416928765,193.37340346963015,6.1939603289477825,232.74336150099694,-56.07178539148117,202.1361613419691,8.625989275943587,383.4771069358925,215.907863668137,30.358683604698378,9.486554916175178,399.0628409833111,-257.7730285917082,16.538756672073117,9.607569279672447,678.8633187282956,-615.377318946209,29.17287863842312
273,927,2,1,0.08502709533319561,-0.011685820835819836,0.10631499093336134,5292.175971802699,372,2.8568525211721574,6.296726240253563,-1920.3343970489973,188.8678029591577,5.936185665315497,86.22066013293166,44.14566229944876,393.45612719817757,8.152986928523056,291.7267514644261,1184.7057094914935,536.8370320390272,8.693320539134312,496.5038323452457,1777.3466465421234,757.7654431537267,7.699634179235684,741.4325145852603,2235.9070008521094,1645.2513962027024
274,309,2,2,0.07988905208820854,-0.008047628599530066,0.10053859593615218,6523.108949327421,397,2.713556895760085,0.8365038048975,-1914.1717899339271,193.7946225026886,5.541488889257323,162.48792650900168,24.353568360559166,298.7373269361821,7.3246986898812585,446.42805883516,809.7389888893695,114.72510917412089,7.338770749058433,601.8763191258462,1083.314803414286,159.6913408217855,4.958539486148151,473.38610655613195,1446.3873075809151,1869.095763622454
275,309,2,2,0.08049133603599545,-0.008106982277357556,0.10406246735092999,4069.4338004691413,266,2.7148170295903884,0.8437752984704909,-1906.7929943143272,195.04067573414088,5.546732792685555,164.08840843136963,43.89389463827456,301.61743874352254,7.331524652342438,451.56818942750556,840.4748458488502,119.42533168565282,7.34457550602929,608.6557397356212,1124.0105485207023,163.77969326718528,4.990499163355323,488.80037932069297,1488.4218787618802,1851.0212482196657
276,309,2,2,0.0886377365726079,-0.00803492518025032,0.10156263980282537,6320.181902092898,583,2.714204736900437,0.8389529358672629,-1912.7359829984719,193.80660996572507,5.544447202591762,162.68773668074203,25.02673445669052,295.4007701245082,7.328687589972503,440.62068809193306,793.808591470156,107.0645397504474,7.354262864972469,592.3558051655414,1048.181049329468,150.50247698811222,5.026777639805196,503.4032054743786,1405.3728002734897,1807.9055630357232
277,257,2,0,0.08623713887177215,-0.010386133419339274,0.10051185676447619,8137.982523108562,424,2.9395718321258952,4.479714921433019,-1928.414245327009,189.18425224266377,6.309724210807267,52.20783266818941,51.28820776883413,433.80515480288966,8.938565257392003,190.5389889666735,1237.1443861399903,687.5607890981079,9.64870789091051,342.31835706510293,1862.664298859836,1022.9102423185973,7.958115585927173,438.4817959239978,2340.9226735476495,2148.6597988835174
